bike_route_name,street_name,bikeway_type,subtype,status,surface_type,snow_removal,segment_length,latitude,longitude,Province
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.23795036894717,-123.1852985,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.26534448332925,-123.1383302,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.236515233539286,-123.0876293,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,Yes,,49.26495788064566,-123.1150945,BC
Pender,Pender,Painted Lanes,NB,Active,Paved,Yes,,49.28137418308528,-123.1092134,BC
Sunrise,Slocan,Shared Lanes,,Active,Paved,Yes,,49.24822508,-123.0496292,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.25422259886468,-123.1126042,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23810457766628,-123.142724,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.25258593225384,-123.112676,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.245249015060246,-123.1123535,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.25668314812318,-123.0835717,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.26000073,-123.0833526,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.25173500226895,-123.1851687,BC
Midtown,E 29th Ave,Shared Lanes,,Active,Paved,Yes,,49.244527095521434,-123.0301621,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,No,,49.272765180057675,-123.1573978,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.22258615162777,-123.1481242,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.24746245199572,-123.1422785,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,No,,49.229246702996114,-123.0283588,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.24245318681668,-123.096837,BC
Sunrise,Earles,Local Street,,Active,Paved,No,,49.23127246658966,-123.0488039,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.27021774819851,-123.0618746,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.27121526455511,-123.0734615,BC
Central Valley,Great Northern Way,Protected Bike Lanes,R,Active,Paved,No,,49.26679731309474,-123.0935588,BC
Midtown,E 38th Ave,Local Street,,Active,Paved,No,,49.23586571,-123.0525303,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.26033556539906,-123.1741143,BC
10th Ave,W 10th Ave,Protected Bike Lanes,R,Active,Paved,Yes,,49.261983445873526,-123.099483,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.23361337845768,-123.1730578,BC
Portside,Off Street,Protected Bike Lanes,OSS,Temporary,Paved,No,,49.29220597585902,-123.0260106,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.21879656,-123.1482699,BC
Heather,Tisdall,Local Street,,Active,Paved,No,,49.22703120437224,-123.1217438,BC
Cambie,Cambie,Protected Bike Lanes,R,Active,Paved,Yes,,49.24346137299184,-123.1177441,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.29350457956346,-123.1321711,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.21240836376113,-123.0798747,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.242762114560016,-123.1455094,BC
Cambie,Cambie,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28413318973651,-123.1088567,BC
Quebec,Quebec,Protected Bike Lanes,R,Active,Paved,Yes,,49.27128454432963,-123.1022407,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.23686747753114,-123.1730384,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,No,,49.22929249776065,-123.0427596,BC
Off-Broadway,E 6th Ave,Local Street,,Active,Paved,No,,49.265255832274086,-123.0919784,BC
Pacific,Pacific Blvd,Painted Lanes,NB,Active,Paved,Yes,,49.274505279765826,-123.1186521,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.27404119,-123.0493945,BC
Windsor,E 43rd Ave,Local Street,,Active,Paved,No,,49.23088829204828,-123.0824397,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.236527380611555,-123.0884733,BC
29th Ave,W 29th Ave,Local Street,,Active,Paved,No,,49.246141837201456,-123.1782788,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.265470875423375,-123.1461596,BC
BC Parkway,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.24443843294186,-123.0468093,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.26532230655867,-123.1917348,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27743920090238,-123.0315392,BC
Midtown,Collingwood,Local Street,,Active,Paved,No,,49.23835463877376,-123.1819959,BC
Masumi Mitsui Greenway,Ashburn,Local Street,,Active,Paved,Yes,,49.218271283840295,-123.0550696,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.23758625529151,-123.1853011,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.26497030719386,-123.0390127,BC
Valley,Valley Drive,Local Street,,Active,Paved,No,,49.25294767237907,-123.1615707,BC
Granville Connector,Granville St,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27168428674865,-123.1344451,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.24945786236498,-123.0733317,BC
Burrard,Burrard,Painted Lanes,NB,Active,Paved,Yes,,49.27978328557038,-123.1281182,BC
Cypress,Cypress,Local Street,,Active,Paved,Yes,,49.270478407976285,-123.1478762,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.24925436357431,-123.1852012,BC
Quebec,Quebec,Protected Bike Lanes,R,Active,Paved,No,,49.266216578426835,-123.1028183,BC
Cambie,Cambie,Protected Bike Lanes,R,Active,Paved,Yes,,49.22931387889656,-123.1163634,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.25634624237225,-123.1201057,BC
King Edward,W KING EDWARD AV,Painted Lanes,PBP,Active,Paved,,,49.250025124046026,-123.1768361,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.22487054498419,-123.0975392,BC
Cassiar,Cassiar,Local Street,,Active,Paved,No,,49.283187061607585,-123.0308749,BC
29th Ave,W 28th Ave,Local Street,,Active,Paved,No,,49.246260879653576,-123.1246963,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.25113244320004,-123.1202981,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27743393,-123.0281207,BC
Midtown,E 29th Ave,Shared Lanes,,Active,Paved,Yes,,49.24456549943199,-123.0353424,BC
Sunrise,Earles,Local Street,,Active,Paved,No,,49.23009616192842,-123.0488138,BC
Chilco,Chilco,Local Street,,Active,Paved,No,,49.29215316,-123.1402415,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.277250275627416,-123.0493382,BC
Cypress,Cypress,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27136004619154,-123.1478438,BC
Carrall,Carrall,Protected Bike Lanes,R,Active,Paved,Yes,,49.28219827388528,-123.1043161,BC
York,York Ave,Local Street,,Active,Paved,No,,49.27189599767237,-123.1653272,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.25595256,-123.1049641,BC
Columbia,Columbia,Local Street,,Active,Paved,No,,49.27129881022669,-123.1093674,BC
Blanca,Blanca,Painted Lanes,PBT,Active,Paved,Yes,,49.26187115803256,-123.2152859,BC
Masumi Mitsui Greenway,E 59th Ave,Local Street,,Active,Paved,No,,49.21641205638861,-123.0810413,BC
Smithe,Smithe,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28126676401287,-123.1228984,BC
Hillcrest,E 30th Ave,Local Street,,Active,Paved,No,,49.24333138687735,-123.1041236,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.22696258659163,-123.0974714,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.274763811100414,-123.049382,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23799677363148,-123.1378737,BC
Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Paved,Yes,,49.27595782667625,-123.0565761,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.22741413359558,-123.0974528,BC
Pacific,Pacific Blvd,Painted Lanes,NB,Active,Paved,Yes,,49.27382892302592,-123.1221603,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.23400526520902,-123.0847681,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.27112596342917,-123.04944,BC
45th Ave,E 47th Ave,Local Street,,Active,Paved,No,,49.22763262247662,-123.0632148,BC
Beach,BEACH AV,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28097335294233,-123.13884,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.21900654,-123.1761502,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.219000753045634,-123.0977374,BC
Knight St Bridge,Knight St Bridge,Protected Bike Lanes,OSS,Active,Paved,No,,49.210328812844935,-123.0769651,BC
Dunbar,Dunbar,Shared Lanes,,Active,Paved,Yes,,49.25691786054314,-123.1851228,BC
Sunrise,N Kaslo,Local Street,,Active,Paved,No,,49.28558463927763,-123.0466963,BC
42nd Ave,W 42nd Ave,Local Street,,Active,Paved,No,,49.23252217374558,-123.1158062,BC
Windsor,Glen Drive,Local Street,,Active,Paved,No,,49.26358447474706,-123.0813437,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.23646946561335,-123.083726,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.218126272794635,-123.1062096,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.25269349719481,-123.0966362,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.244568273778896,-123.1205289,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.25054278372519,-123.1049127,BC
Hillcrest,Lane W of Dumfries,Local Street,,Active,Paved,No,,49.244757887858974,-123.0745023,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.24682323571479,-123.1349085,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.26489929187487,-123.1048173,BC
Comox-Helmcken,Comox,Local Street,,Active,Paved,Yes,,49.289171921136145,-123.1404699,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.26274275040834,-123.0495704,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.264066101656894,-123.0390224,BC
Cassiar,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.287367526543946,-123.0292892,BC
Seaside Bypass,Charleson,Local Street,,Active,Paved,Yes,,49.26623670046553,-123.1257861,BC
Cassiar,Cassiar,Local Street,,Active,Paved,No,,49.28568745498852,-123.0308139,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.21575201821853,-123.080099,BC
Valley,Trafalgar,Local Street,,Active,Paved,No,,49.268534002308414,-123.1645109,BC
Sunrise,Kaslo,Local Street,,Active,Paved,No,,49.28319688938928,-123.0467004,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27744752116651,-123.038526,BC
Fraser River Trail,Off Street,Protected Bike Lanes,OSB,Active,Paved,No,,49.20747133825521,-123.069166,BC
Ridgeway,Discovery,Local Street,,Active,Paved,No,,49.26526918355543,-123.2029695,BC
Stanley Park Trails,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.30453570734187,-123.1408824,BC
BC Parkway,Vanness,Local Street,,Active,Paved,No,,49.24357257,-123.0448048,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.25887994456997,-123.1200365,BC
Fraser River Trail,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.20424539,-123.0367726,BC
14th Ave,W 14th Ave,Local Street,,Active,Paved,No,,49.25848094324162,-123.1060626,BC
Kerr,Kerr,Painted Lanes,PBT,Active,Paved,Yes,,49.21056466644452,-123.0418912,BC
Masumi Mitsui Greenway,E 57th Ave,Local Street,,Active,Paved,No,,49.21802248096875,-123.0527934,BC
Sunrise,Vivian St,Local Street,,Active,Paved,No,,49.22867876622158,-123.0501168,BC
BC Parkway,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.23777693811994,-123.0309061,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.236069918570735,-123.1853142,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.246655155026254,-123.1050814,BC
Hillcrest,E 29th Ave,Local Street,,Active,Paved,No,,49.244594054176936,-123.079827,BC
Melville/Dunsmuir,Dunsmuir,Painted Lanes,NB,Active,Paved,Yes,,49.28538121380558,-123.1191274,BC
Rupert,Rupert,Painted Lanes,NB,Active,Paved,Yes,,49.260595059492374,-123.0337603,BC
Masumi Mitsui Greenway,E 59th Ave,Local Street,,Active,Paved,No,,49.21646524832506,-123.0854903,BC
Dumfries,Woodland Drive,Local Street,,Active,Paved,No,,49.25764686372062,-123.0737233,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.23683002,-123.0748256,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.23869391154742,-123.0969931,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.243945407174365,-123.1052068,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.23839639446557,-123.120739,BC
St George,ST. GEORGE ST,Local Street,,Active,Paved,No,,49.262256983614094,-123.0929933,BC
45th Ave,E 47th Ave,Local Street,,Active,Paved,No,,49.22765643611234,-123.0653482,BC
67th Ave,W 67th Ave,Local Street,,Active,Paved,No,,49.21071410196837,-123.1291354,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.21595979913335,-123.1239351,BC
Columbia,Columbia,Local Street,,Active,Paved,No,,49.270050950109926,-123.1094149,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27745843774737,-123.0512127,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,No,,49.26490755086114,-123.1635049,BC
Inverness,SE Marine Drive,Painted Lanes,NB,Active,Paved,Yes,,49.21110692038225,-123.0803058,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.23288893588415,-123.1056585,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,No,,49.20859188265179,-123.1443224,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.25224199,-123.0966521,BC
Kerr,Kerr,Painted Lanes,PBP,Active,Paved,Yes,,49.21866654105802,-123.0413626,BC
Nicola,Nicola,Local Street,,Active,Paved,No,,49.28958782611212,-123.1297293,BC
Knight St Bridge,Knight St Bridge,Protected Bike Lanes,OSS,Active,Paved,No,,49.20869081545956,-123.0772763,BC
Pacific,Pacific St,Protected Bike Lanes,R,Active,Paved,Yes,,49.27583813106858,-123.1306229,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.26098114756286,-123.0620502,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.26597173371252,-123.0495209,BC
Gladstone,Gladstone,Local Street,,Active,Paved,No,,49.23993214374836,-123.0628751,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.27348859043192,-123.0388933,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.238452938412905,-123.1652355,BC
Masumi Mitsui Greenway,Muirfield Drive,Local Street,,Active,Paved,Yes,,49.21700732211613,-123.055189,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26276723114437,-123.1469788,BC
East Side Cross Cut,Nootka St,Local Street,,Active,Paved,No,,49.26033897700868,-123.0401553,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.26508744781221,-123.1222699,BC
Smithe,Smithe,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27666042152609,-123.1157831,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.25798375173166,-123.1525917,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.284224882640245,-123.0616461,BC
29th Ave,W 29th Ave,Local Street,,Active,Paved,No,,49.24622006856514,-123.1959745,BC
Carrall,Carrall,Protected Bike Lanes,R,Active,Paved,Yes,,49.281199588672806,-123.1043568,BC
Kent,E Kent Ave North,Painted Lanes,NB,Active,Paved,No,,49.20930397057024,-123.0726428,BC
14th Ave,W 14th Ave,Local Street,,Active,Paved,No,,49.25885306602736,-123.135086,BC
Sunrise,Vivian Drive,Local Street,,Active,Paved,No,,49.21617457153991,-123.0510789,BC
10th Ave,W 10th Ave,Local Street,R,Active,Paved,Yes,,49.26222651117801,-123.1133107,BC
Fraser River Trail,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.217078725036245,-123.1761137,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.24684386427135,-123.1757129,BC
Windermere,Windermere,Local Street,,Active,Paved,No,,49.27878213323021,-123.0362055,BC
Adanac,Union,Local Street,,Active,Paved,Yes,,49.27741989480591,-123.086137,BC
Nelson,Nelson,Protected Bike Lanes,SL,Active,Paved,Yes,,49.275789608193726,-123.1176458,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.24303618409187,-123.1729908,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.28324079,-123.0616638,BC
Cambie,Cambie,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28174283504104,-123.1098727,BC
Sunrise,Kaslo,Local Street,,Active,Paved,No,,49.28229263495054,-123.0467023,BC
Rupert,Rupert,Painted Lanes,PBP,Active,Paved,Yes,,49.25013125571965,-123.0338046,BC
Sunrise,Vivian St,Local Street,,Active,Paved,No,,49.22403416000624,-123.0503605,BC
Masumi Mitsui Greenway,Ashburn,Local Street,,Active,Paved,Yes,,49.21779188,-123.0555909,BC
Hornby,Hornby,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28319949446433,-123.1209367,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.231678475002326,-123.17308,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.26140223943513,-123.119941,BC
Kerr,Kerr,Protected Bike Lanes,R,Active,Paved,Yes,,49.20698866061067,-123.0422524,BC
Ontario,Ontario,Protected Bike Lanes,SL,Active,Paved,Yes,,49.22409388,-123.1060141,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.27401789338201,-123.139799,BC
Midtown,E 38th Ave,Local Street,,Active,Paved,No,,49.235867131416626,-123.0528373,BC
Burrard,Burrard,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26588229274387,-123.1456774,BC
Windsor,E 33rd Ave,Protected Bike Lanes,R,Active,Paved,No,,49.24026329,-123.0843548,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.276374916144434,-123.0617528,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.277553780632495,-123.0692117,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.221602964595576,-123.1060958,BC
York,York Ave,Local Street,,Active,Paved,Yes,,49.27175306355246,-123.1585592,BC
Heather,Willow,Local Street,,Active,Paved,No,,49.23355946469939,-123.1238708,BC
Haro,Smithe,Protected Bike Lanes,SL,Active,Paved,Yes,,49.281910602552465,-123.1238934,BC
Kerr,Kerr,Painted Lanes,PBP,Active,Paved,Yes,,49.21758872744543,-123.0414133,BC
Midtown,E 29th Ave,Shared Lanes,,Active,Paved,Yes,,49.24458863769168,-123.041774,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.21463012691404,-123.1475097,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.25452283498372,-123.1201735,BC
CHOY YUEN,CHOY YUEN CRESCENT,Protected Bike Lanes,R,Active,Paved,No,,49.23044251752744,-123.1182239,BC
Highbury,Highbury,Local Street,,Active,Paved,No,,49.269771815538626,-123.1875736,BC
Kent,SE Marine Drive,Shared Lanes,,Active,Paved,Yes,,49.21106978149406,-123.076022,BC
Ridgeway,Nanaimo,Local Street,,Active,Paved,No,,49.23564643723141,-123.0587913,BC
Kent,E Kent Ave North,Protected Bike Lanes,OSB,Active,Paved,No,,49.205320074936154,-123.0310657,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.20858121888772,-123.1241929,BC
Bute,Bute,Protected Bike Lanes,OSS,Active,Paved,No,,49.28160739911926,-123.1336251,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.20857919046287,-123.1435293,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.20578520513864,-123.1231763,BC
Central Valley,Off Street,Protected Bike Lanes,OSS,Active,Paved,Yes,,49.25850723277601,-123.0482883,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.273457336174445,-123.1477651,BC
Wales Duchess,Wales,Local Street,,Active,Paved,No,,49.23359654804749,-123.0516879,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,Yes,,49.2293034,-123.0442816,BC
Burrard,Burrard,Painted Lanes,NB,Active,Paved,Yes,,49.286429672834835,-123.1180693,BC
Chilco,Chilco,Local Street,,Active,Paved,No,,49.29364456404365,-123.1379914,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.26434153941641,-123.0619879,BC
Burrard,Burrard,Painted Lanes,NB,Active,Paved,Yes,,49.280902851992394,-123.1264261,BC
Blanca,Blanca,Painted Lanes,PBT,Active,Paved,Yes,,49.26096685521609,-123.2153186,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.26955094680169,-123.1737803,BC
Ridgeway,Yew,Local Street,,Active,Paved,No,,49.24051741331894,-123.1576014,BC
Burrard,Burrard,Painted Lanes,NB,Active,Paved,Yes,,49.28259456725312,-123.1238689,BC
Masumi Mitsui Greenway,Upland Drive,Local Street,,Active,Paved,No,,49.21774483728079,-123.0560537,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.23687813421144,-123.078689,BC
Beach,Beach Ave,Local Street,,Active,Paved,Yes,,49.27568728218073,-123.1332993,BC
Kent,E Kent Ave North,Protected Bike Lanes,OSB,Active,Paved,No,,49.20550352774437,-123.0323654,BC
Stanley Park Trails,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.30545692926293,-123.1523861,BC
Midtown,E 29th Ave,Shared Lanes,,Active,Paved,Yes,,49.24452728406579,-123.0290058,BC
East Side Cross Cut,Windermere,Protected Bike Lanes,,Active,Paved,Yes,,49.28066648404145,-123.0362016,BC
